Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2013,104,108087,108087,Melbourne Terrace Apartments,408-416 Queen Street,Melbourne (CBD),1994,,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.9585205,-37.80898117,"(-37.80898117, 144.9585205)"
